Date,FX_Market,FX_Carry,FX_Momentum,FX_Value,Commo_Market,Commo_Carry,Commo_Momentum,Commo_Value,Commo_BasisMom,FI_Market,FI_Carry,FI_Momentum,FI_Value,Eq_Market,Eq_Momentum,Eq_Size,Eq_Value,US.SMB,US.HML,US.RMW,US.CMA
1983-11-30,-0.014047802671538089,0.0,0.021635725383082876,0.02377978412413438,0.012434587845399147,0.007281336011093922,-0.0330675553481523,0.037403393733835257,-0.011389214258750396,0.008323030252873703,0.0,0.0,0.0,0.036574581115771304,0.008661633964026876,0.0,-0.006254931639601227,0.021427707325192388,-0.006406985976561824,-0.011964008054533406,0.009012932220175537
1983-12-30,-0.008459761111523915,0.0,0.014746610350569617,0.008743825321050048,0.017778926733093003,-0.01462733309424662,0.05214264489387968,-0.023346871096760792,0.00989491605801977,-0.012984160707806306,0.0,0.0,0.0,0.027375043513779156,0.016424726014021288,0.0,0.031912369614199194,-0.004961741156133132,0.017401613715898042,0.03049625495391829,0.02211223606406093
1984-01-31,-0.03005788698088553,0.0,0.022990610214374273,0.038657443302347216,-0.02347512552358904,-0.012382225038266819,-0.01292271007238749,-0.0029950908076836454,-0.040608820516320566,0.004028071125349713,0.0,0.0,0.0,0.04082269410797378,-0.0589984590873956,0.0,0.03149917725614089,0.0,0.0746292686807832,-0.01712908188710933,0.04787448325517553
1984-02-29,0.042151902016836176,0.0,-0.048384046447009006,-0.06935208475872481,0.0062997638009682074,-0.015238415201887536,-0.02029420512620302,-0.02371321473826581,-0.012457530918639263,-0.023270104681110564,0.0,0.0,0.0,-0.02976042514006185,-0.017845380518737596,0.0,-0.0021829536316519665,-0.018969611334332337,0.03353629423509673,0.021745828598318483,0.025997772342608215
1984-03-30,0.0013418447391482407,0.0,0.04077286644210194,0.03917220318199871,0.029867039648051846,0.03793177366440843,0.02305847744282028,0.028069131552020517,-0.032579010156087405,-0.011840828918425592,0.0,0.0,0.0,0.006010643277762629,-0.004114201362333897,0.0,-0.02200330517556599,-0.0029789182386223204,0.005178395082940763,-0.02012268023449863,0.019890059947106065
1984-04-30,-0.03286805632225065,0.0,-0.018683419263775328,0.018916798054774947,-0.01863645496718219,-0.016083326527645537,0.04454420846256614,-0.04599596487915106,0.029172355027605356,-0.004490967602118003,0.0,0.0,0.0,0.015280406414658523,0.026357551636701587,0.0,0.009763551115693934,-0.011340890052416723,0.011624409435090048,0.07068807570475388,0.01348295121840251
1984-05-31,-0.02934731349703163,0.0,-0.020862343156944886,-0.012021736319141134,0.0201014993402945,0.02213568711791487,0.015333587275079196,-0.008702849902331077,0.013052316986281665,-0.032201797601910456,0.0,0.0,0.0,-0.05662146477323435,0.015208035451650519,0.0,-0.011156590756699824,0.0017669242187204927,0.002542893393548639,0.047993434678708785,-0.008941300449779092
1984-06-29,-0.036405571956820024,0.0,-0.006487248607259399,-0.004295772137835567,-0.03471070824406195,-0.024675689841935668,0.005421042475569042,-0.02174220999408147,0.00013294048383685625,0.009237828661065213,0.0,0.0,0.0,-0.005337495456828428,-0.016996781444841808,0.0,-0.009085041214627021,0.002044151906410195,-0.026986034672410616,0.059294814316712394,-0.02835497752941421
1984-07-31,-0.05680146133343,0.0,-0.007698573347264109,0.04175539257737694,-0.07606315346219966,-0.004078223434881661,-0.02533066821944689,-0.008522712652401015,-0.04384606088765595,0.03978303016640309,0.0,0.0,0.0,-0.008263905534940238,-0.004752133793322513,0.0,-0.02501802262029189,-0.0283429911708202,0.003817963011799169,0.06529295375795054,-0.03827371486945078
1984-08-31,-0.028448781611098213,0.0,0.05473360555298603,-0.00017371481120997522,0.021284016736655025,0.00658365950135536,-0.004092919496517664,0.00982941345992314,0.00901060886057047,0.011439476674292275,0.0,0.0,0.0,0.04374916054772187,-0.021426131056154336,0.0,0.08616291696275688,-0.00357875774068229,-0.01710729954868018,-0.012821046647745917,-0.016421209716187744
1984-09-28,-0.10193556055107608,0.0,0.024096566511855207,0.06410016852059024,-0.02678578717934463,0.010539769771243969,0.012839642959145768,-0.010675514112564339,-0.009622212835093583,0.0010574021526446738,0.0,0.0,0.0,0.0021280855860973456,-0.002780640103062861,0.0,0.01712316163357212,-0.0005171670095056867,0.05202922969887066,0.023971845263041146,0.04242262594955441
1984-10-31,-0.008383112592179475,0.0,0.013627345560145778,0.013943516136673504,0.03242958728895798,0.07464013517948678,-0.06848679765664742,0.07335888113970158,-0.04111749943619158,0.014329248854160306,0.0,0.0,0.0,-0.004162158936333732,0.03240056427800407,0.0,-0.008254279214229485,-0.017716074348743678,0.005835683055796012,0.019842819924617654,-0.018504963391899963
1984-11-30,-0.01767206753517366,0.0,0.0523162214785102,0.01963881301514804,-0.008002955213531539,-0.009637944048671573,0.0231225110115371,-0.02623839871600283,-0.0007748005210214315,0.006369535823148656,0.0,0.0,0.0,0.011694989473487617,0.03506822432870592,0.0,0.029459020242524545,-0.014064046368535343,0.040111402518154274,0.014472329223147921,0.03669969132941256
1984-12-31,-0.09593069736716325,0.0,-0.00446092262424776,0.03688841366165688,-0.03604598367483099,-0.0029720690080840264,0.01474714632490201,-0.026441251567744416,-0.028301402653344725,-0.00708107537329909,0.0,0.0,0.0,0.012531854425237543,0.01284034793979481,0.0,0.004373713658977861,-0.00800065213475773,-0.0003071879183909409,0.019514095255394246,-0.026367523369055224
1985-01-31,-0.023200890322068398,0.0,-0.019632283037753013,0.027189579807192835,0.02269416442727331,0.002152625691225735,0.016674371656472585,-0.017584659274641833,-0.0009377686925763613,0.022510112327486648,0.0,0.0,0.0,0.052120842337969896,0.015513204836975297,0.0,0.03145125350903928,0.046025535914512625,-0.053117190258851504,-0.017832988031529905,-0.0636609765920521
1985-02-28,-0.061292811045438274,0.0,-0.025036550274441068,0.052596884212529206,-0.03330206300109344,-0.028123801329078497,0.0024836051708571204,-0.020507205155655808,0.008529773659902451,-0.03991804043574686,0.0,0.0,0.0,0.004087336644146817,0.007885740844352623,0.0,0.01217589558064784,0.011850723209016723,-0.0034672321748896668,0.02759094599267117,0.019575428964395753
1985-03-29,0.012957942299999886,0.0,0.02247317643875007,-0.16350518729486566,0.04589090769669589,0.006380175700603529,-0.03336440225740653,0.020792961898556478,-0.00032932607557035614,0.004272119553314856,0.0,0.0,0.0,0.00100470867415413,0.009905551408659636,0.0,0.011770854296872288,-0.01795546709189145,0.04030666578869621,0.024429273378554453,0.0523224757219255
1985-04-30,-0.01503686874585965,0.0,0.023698089457360717,-0.003191270113325665,-0.026676086576114894,-0.04213277046302421,0.024287966818586082,-0.04627989538928351,-0.017730116624254163,-0.01168944752018205,0.0,0.0,0.0,0.022980569344914145,0.04006204952614733,0.0,0.0021959909635621494,-0.001806616066225803,0.03608871629521303,0.032796932847985634,0.012843365190778404
1985-05-31,0.012734454401262738,0.0,0.0011452638946477989,-0.028827680541383953,-0.02722220266945393,0.02813757590927825,-0.00668289005775328,0.013895734288426513,-0.040261396853017925,0.016258010872555916,0.0,0.0,0.0,0.020060580679246293,0.02189802163214133,0.0,0.012524039034278064,-0.030508615813983654,-0.009967216766803521,0.02566813245971427,-0.02592787369292254
1985-06-28,-0.044824425402056084,0.0,-0.017436556668788503,0.004812248530041856,-0.023054700540031017,-0.03191322866542736,0.024839715449519385,-0.026513364088537522,-0.0021694767073406375,0.044141883377231204,0.0,0.0,0.0,-0.003286405039876172,0.013868443769997197,0.0,-0.002331875425511776,0.002663566876846074,0.0038448088406599296,0.03407637215009849,-0.018130988228342932
1985-07-31,0.05925268291430797,0.0,-0.013854205324434037,-0.06366048642417388,-0.010614297290112502,0.08569151776668053,-0.07157379057254863,0.08355535207591208,-0.08586343277464592,-0.019102273836603883,0.0,0.0,0.0,0.02960516630411562,0.030326507704028834,0.0,0.010125959454450691,0.03620148074347042,-0.01639721588435113,-0.007211931949595043,-0.006635344158774852
1985-08-30,0.019039062256816782,0.0,-0.011534024524388713,0.004792418566483216,0.001214323548839349,-0.0005936379095894478,-0.018699280387564018,0.017738445244588986,-0.008393975727617946,-0.016603513558747656,0.0,0.0,0.0,0.0013005179275926042,0.011240649516926084,0.0,-0.010678894601874505,-0.0037473075899071505,0.02346114748809556,-0.0031886062394079107,0.034668423153480885
1985-09-30,-0.0012895433555607573,0.0,0.21643035471471705,-0.02621850469472744,0.011095196640998463,0.025019387910987668,-0.014735897858904551,0.0013841289781667322,0.007567456496891084,-0.005979072720367146,0.0,0.0,0.0,-0.006371032778445264,-0.034661681681702486,0.0,0.006555595732861378,-0.024513872736739717,0.012085778284461304,0.022989171510591915,0.028056578819342634
1985-10-31,0.0019262377962473531,0.0,0.018156162281654127,0.03924105842224193,0.026606229170060922,0.03153859348543955,0.0189026620147402,0.02351996828856916,0.013703512717160892,-0.002702608290940371,0.0,0.0,0.0,0.04529253259418209,0.015010414943640197,0.0,-0.03618220200016724,-0.019595143660311898,0.007694662085783342,0.018519971080624947,-0.018731814003116593
1985-11-29,0.021935825478168757,0.0,0.041526936918683005,0.03161781845768113,0.0032794504485058524,0.009048557506712254,0.006901989679722265,-0.007736177906023309,0.007701470526274385,0.024699285633817045,0.0,0.0,0.0,0.023784596020024498,0.02355344824780741,0.0,-0.009512756717921197,-0.0006667666510599082,-0.03017139098129559,0.006739330703232476,-0.041131607895141475
1985-12-31,-0.028532300800653426,0.0,-0.005491544584525141,0.011513765117099757,0.01764199165526867,0.02140395439738813,0.036935446031871405,-0.039685927022798155,-0.04620165205749844,0.01855001363822941,0.0,0.0,0.0,0.027431703087314758,0.04864562955214697,0.0,-0.023047250680625048,-0.005799342119965182,-0.01493489564447273,0.020637298687569985,-0.029771906488847588
1986-01-31,0.020550401628342402,0.0,0.009623916564353085,0.025552864302723598,-0.03264131567586179,0.02646254404745046,-0.013082388210318562,0.010643837403662648,0.020029681984735658,-0.02082788977414856,0.0,0.0,0.0,-0.009527445969357154,-0.004715453226089908,0.0,0.005672592452290028,0.013429387765978884,0.0046656325448247256,-0.04290284309885465,-0.03279815083237342
1986-02-28,0.01911776645367417,0.0,0.04691270942303053,0.04131455781701136,-0.020376755181747842,-0.006167574410336191,0.04260657409392,-0.015236021172363213,0.02102267153105996,0.03883406982414592,0.0,0.0,0.0,0.02284803032819331,0.0036865300876104783,0.0,0.018044344622843843,-0.010571427062508982,-0.006418700532563566,0.02456545963944872,-0.019852416866162768
1986-03-31,-0.0045474899101784205,0.0,0.0180731626378481,-0.00958417331587996,0.011432765144638217,-0.007251495326850653,-0.04007139135865935,0.027312504984878205,-0.020984970412336237,0.03286487858314348,0.0,0.0,0.0,0.06089183548604977,0.03916235882238699,0.0,-0.026731455728203492,-0.009546962227901053,-0.0039566310403911335,0.021322270896618045,0.012973068014969509
1986-04-30,0.04831347476319196,0.0,0.055627479013605645,0.030372072895115565,0.008237019700796185,-0.02635732429954568,-0.03885650341016474,0.006461814963619799,0.04000881469378864,0.0629183181310851,0.0,0.0,0.0,0.017745832867548866,0.04203126385611522,0.0,-0.028549323474694695,0.042934549481845975,-0.02849383811654549,0.06220832822748301,-0.0016479853437421088
1986-05-30,-0.04715046867294867,0.0,-0.07000304209865368,-0.08855989103431824,-0.03204437429974455,0.041407241524382014,-0.042393945431330134,0.03704786441112265,-0.07108998578305195,0.013312011916550357,0.0,0.0,0.0,0.019619188440024166,-0.03837471057349334,0.0,-0.0024646790743759633,-0.019079674701474824,-0.0013882074161214114,0.04314973989108953,0.018275044052854537
1986-06-30,0.006518760738409677,0.0,0.04610906749240492,0.03279794704739553,-0.013898137303279722,-0.042181685313227385,-0.007544877370787627,0.005109269352944591,0.008928233715131833,0.004626135333234831,0.0,0.0,0.0,0.020989349930325123,-0.01553945367808345,0.0,0.026538824169580734,-0.01544395352975507,0.011978356581541517,0.040354995087955675,0.013905576900302918
1986-07-31,-0.03174350902186883,0.0,0.026693114234971227,0.09220262101204486,-0.017352615634957557,0.07448070669278285,0.02498438507959577,0.04809390419030287,-0.10186511670070744,-0.05181260724451775,0.0,0.0,0.0,-0.027289747960871195,0.027036684068433157,0.0,-0.02747212812543644,-0.06335242633623173,0.04842210108774427,-0.012176028342212679,0.013615965321082097
1986-08-29,0.005479015566695188,0.0,-0.001900548434701828,-0.0021629135551262577,0.05126334426131196,0.008812340686081709,-0.029036002045794294,-0.013110750763850694,-0.0022502895260584693,0.018940278367325907,0.0,0.0,0.0,0.06271795511408526,-0.0023840667458115425,0.0,0.026178146177820376,-0.07491706523469428,0.037293941618922126,-0.0374896894385937,0.05770437179873122
1986-09-30,-0.004090077160690059,0.0,-0.0014965808984611743,-0.001700760652053044,0.014938959392911667,0.01741002368735512,-0.03266437308362575,0.04405056278241011,-0.01936557307042922,0.0074653345341354465,0.0,0.0,0.0,-0.003429321302993628,0.017094004167333622,0.0,-0.0136669473771254,0.03622188648201761,0.03504705333229749,-0.0035411502865665178,0.062284099580628534
1986-10-31,-0.021231751375599163,0.0,-0.030873015448026064,-0.03516183066951978,0.0162027987485711,0.05024604562229541,-0.023246068967714636,0.025265288200299295,-0.05073929076040676,0.013437850520548392,0.0,0.0,0.0,0.05934098826416087,-0.02006537697842548,0.0,0.0986719403014531,-0.03967410262425205,-0.015241117452968538,-0.00020702827021731063,0.016075353224626124
1986-11-28,0.005594857998658432,0.0,0.00365210173985303,0.0038210606038141075,-0.011302362485283627,-0.012680130266953393,-0.021138571875275573,0.030778460872808378,-0.016821605133852283,-0.016427005229187608,0.0,0.0,0.0,0.0031993227110298614,-0.011477195308778084,0.0,-0.03472272602062585,-0.0322804142826524,-0.00021989457000631905,0.020591973533540784,0.011483373115195856
1986-12-31,0.02052730971124594,0.0,0.017060487745090516,0.010861459505324135,-0.0028949270902440365,0.030867986089329252,-0.019445870548397078,0.0004361878273912391,-0.027749696333295583,0.004191893629724224,0.0,0.0,0.0,0.012440387601519599,0.0074397028781258345,0.0,-0.005381492549523094,0.0033591845340868957,0.003971370642199521,0.01860957833040136,0.001476115467055218
1987-01-30,0.019552363375743516,0.0,0.013290250304250238,0.034835887277306465,0.03860368266970112,0.006393144845243099,0.032426325064463704,0.015351737297840241,0.016175300008034632,-0.015711442675989604,0.0,0.0,0.0,0.03170358321582067,-0.06044655305229625,0.0,0.09537506446340366,-0.028391269620985676,-0.03514285851880284,0.0036499748030070487,-0.01698012056611606
1987-02-27,0.013677090252141758,0.0,0.009471510790091703,0.0046253876551180404,-0.018429695457055185,-0.004442259396761748,0.01390762687620665,-0.025912684450895746,0.020412359594351757,-0.024018817909224575,0.0,0.0,0.0,0.04976408398585969,0.02384006864528868,0.0,0.0010917087751683115,0.058968460446490824,-0.06983302431839997,-0.017316142232788052,-0.04320682245260297
1987-03-31,0.022141767045287225,0.0,0.037554210745483235,0.0365404494039537,0.021920700795168408,0.026832580255641558,0.010020948666313449,0.03442621626064377,0.003772435967945813,0.021488348678019905,0.0,0.0,0.0,0.020031094810015204,-0.005277989518817167,0.0,-0.00028371149275022297,0.005253472158544617,0.01854302749697195,0.027887722085986593,0.06901514994571957
1987-04-30,0.020353305236390885,0.0,0.02800969664979903,0.02290799898574493,0.04474276431959747,0.01434096440099699,-0.020188671644347664,0.02192820066636484,0.00475478693152802,0.0028350888385905554,0.0,0.0,0.0,0.01924392668014931,0.02253498094212468,0.0,0.004683707869276866,-0.025879507109727667,-0.004003934899209656,-0.011444120372228462,0.01792560707626329
1987-05-29,-0.009345897694747547,0.0,-0.017275983763733935,-0.01934533292661179,0.014755389772086272,0.02158115840945136,-0.014030293689455945,0.013836671247128549,-0.02616649774803034,0.004368565056373412,0.0,0.0,0.0,0.01942481088340763,0.03136283138386313,0.0,0.03454672673921796,-0.009452505939238473,0.002450541357716868,0.011181251349314003,0.017414804247189636
1987-06-30,-0.001410364902962258,0.0,-0.0041850607062378685,-0.0046698547047954895,-0.004637960327669276,0.003773101473239804,0.008123688398825287,-0.003069008744463937,-0.02228729854910794,0.01102686780528952,0.0,0.0,0.0,0.029403767616896444,-0.03364054121472944,0.0,0.007632478574383073,-0.03443318736672005,0.012587034533669396,0.03647047068068134,0.016453481983034292
1987-07-31,-0.014909529673518478,0.0,-0.014359943808515407,-0.01601511649803526,0.0038520535126723545,-0.013391897818780247,0.044206732825261746,-0.017432829903609285,-0.018363482522550822,-0.02187709279331229,0.0,0.0,0.0,0.09050232181096828,0.0349238907477757,0.0,0.0003852690841421683,-0.01727914266875876,0.01065280719459701,-0.015943699010645684,0.024534566297397045
1987-08-31,0.021967023106446038,0.0,0.008416126352002307,0.03572085512832199,-0.009728616197753259,-0.007267158688139362,-0.03977402904324413,0.013737284111795058,-0.006134439749850917,-0.004833836590264579,0.0,0.0,0.0,0.04093830290660306,-0.036791106394977194,0.0,-0.01387634785794161,-0.01650669834854092,-0.011095743565952242,0.05574298265685527,-0.02451318926245158
1987-09-30,-0.008005724125997158,0.0,0.004103452811826394,-0.018807072351134123,0.012843855848020955,0.03661809817810245,0.016636285524478645,0.024354196477185508,-0.026404795327934348,-0.002055191280506908,0.0,0.0,0.0,0.016488031183444007,0.0025808547506309437,0.0,-0.021499280612698474,0.007346050700242309,0.0029601981526376007,-0.023130229604769768,0.028539277339302845
1987-10-30,0.034083109422206735,0.0,-0.0004980160796937092,0.03667948401125247,-5.0139549888922125e-05,0.020822306862397885,-0.019517573069004396,0.017513546489286116,0.03516744349113077,-0.017253333261038353,0.0,0.0,0.0,-0.322044265130078,-0.09080952624369308,0.0,0.126575071973326,-0.12873488419777132,0.05049254218290515,0.059014279586335816,0.035430947419902985
1987-11-30,0.02869642376751006,0.0,0.015102593853883265,0.04607591887000354,0.043508911917149305,-0.00866132141507614,-0.015330983681090444,0.01441942533521147,0.016674453636845842,0.04052876776832408,0.0,0.0,0.0,-0.03786163099822067,0.04628992541989311,0.0,0.035145317360941924,0.0371289115368297,0.03653499396032984,-0.04835457768282703,0.009425681384304246
1987-12-31,0.043639200756497395,0.0,0.007872765032227894,0.05301742883934068,-0.0031207909195732787,0.007627157901115991,-0.017700060693446294,0.026714653517182343,-0.03434590167450463,0.025227127969872042,0.0,0.0,0.0,0.007445496601574685,0.03563731659852192,0.0,0.01657105908471226,-0.00012920311659463292,-0.05200348792381126,0.07360129738420748,-0.03904571948624157
1988-01-29,-0.03208433751674782,0.0,-0.01962164484453115,-0.04614283656958558,-0.002150493245913499,0.019262535393415093,-0.02430960527288225,0.018259777742315703,-0.028615401018671927,0.0339189919337314,0.0,0.0,0.0,0.03936159378623313,0.029345438143538682,0.0,0.0002930163538976076,-0.007229697212495164,0.055291367705073036,-0.026454928334545477,0.032662149655855816
1988-02-29,-0.0003123969095103791,0.0,-0.0012158222295593345,-0.0011782587072305226,-0.015648008747553805,0.02713154428670944,-0.004313972905127951,0.017316063890560153,-0.013860412555219508,0.01939426928008089,0.0,0.0,0.0,0.012237856237446852,0.02759160445737772,0.0,0.004564084508817633,0.0447355060234614,-0.01746898412418408,0.033378018677266544,0.0009840294707631873
1988-03-31,0.0268037012459344,0.0,0.01976644985694237,0.038892791218224296,0.03892196494391441,-0.013581011142591776,-0.0004912856414019984,-0.006894965693010727,0.020945924931453027,0.005196357211935021,0.0,0.0,0.0,0.022090854095282123,-0.02955525059201972,0.0,0.029114072820949865,0.0796391595919582,0.009751250311740478,-0.0050848493925589044,0.029233513673188605
1988-04-29,0.004890521462544091,0.0,0.0056131302559254675,-0.004589161772435578,0.011403250878493303,0.008161379990856452,0.009523783666899792,0.015232487972071135,-0.008887278050086888,0.007164441873132203,0.0,0.0,0.0,0.016847338828183796,0.0005174625094643364,0.0,-0.003034927637791781,0.012720605517062382,0.017644474181892893,-0.0019859078143016334,0.03180634235271987
1988-05-31,0.001218877743541823,0.0,-0.006523877453007334,-0.009727805273386778,0.06683591273381163,0.04372458106001779,0.02436491696119482,-0.002281350439223629,-0.025408950988822204,-0.025286706383453594,0.0,0.0,0.0,0.022945602951498927,0.01120353314722746,0.0,0.03660184363101192,-0.029270851592611814,0.029174595244633866,-0.017103413592329884,0.004973350886297345
1988-06-30,-0.05172521997884283,0.0,-0.0054313278385870285,-0.05696611706838181,0.05637680455224321,0.060563138438747235,0.08831746311874138,-0.09080375755776414,0.02558661856117274,0.004982568779295603,0.0,0.0,0.0,0.018617395369840948,-0.018236709129503918,0.0,0.008472044523795958,0.02400653194463942,-0.01602054036211805,0.033494914029000206,-0.05937903317437981
1988-07-29,-0.0028216980931363325,0.0,0.0014649143995072327,0.0017920739068302018,-0.054417473455152285,-0.0029074333344137502,-0.050341785510647295,0.031897101186908756,-0.01635816424473195,0.0006870204683334002,0.0,0.0,0.0,0.02044247400169385,0.006918687306831885,0.0,-0.0031766419777621117,-0.00206202230363596,0.02570207415055732,-0.010833118523934458,0.02423822250153548
1988-08-31,-0.04367869289905854,0.0,-0.04396967374404639,-0.017158561842327183,-0.008787072084634938,0.0359624434768555,0.0175672622593702,-0.02624733374706707,0.0025778145443042205,-0.01511871565887425,0.0,0.0,0.0,-0.006746087788647727,-0.01998660264803477,0.0,0.025982708477886297,-0.00023448858696331347,0.025253099288933475,-0.018756520107613913,0.02609060716284413
1988-09-30,-0.00648359806164571,0.0,-0.0050774776006004075,0.010068628866149232,-0.034632409120999984,0.006623937044026281,0.0005234253968777129,-0.011708425249875568,0.0052182505204536435,0.012775432917054698,0.0,0.0,0.0,0.022797893049673813,0.03021124396162392,0.0,-0.006197930541424386,-0.016175331321723455,-0.008866150813029149,0.03842266217274954,-0.008724169872985368
1988-10-31,0.0405941329268433,0.0,0.07268972611245986,0.046759525158332794,0.020515163391379064,-0.005677390451801765,-0.018817765598493158,0.016514133679134405,-0.007336198737489631,0.021294962393414895,0.0,0.0,0.0,-0.0024137522461162015,-0.00017601889829905616,0.0,0.000798331302330228,-0.034907179892692354,0.02397084145365933,0.030028129230609876,0.01572088731165102
1988-11-30,0.030579926955221604,0.0,0.04661902231611069,0.030334714403795194,0.011063128932425363,-0.004464560269047468,-0.045174242647455634,0.021796923465256354,0.010612979143425509,-0.03636996823167546,0.0,0.0,0.0,0.0034023146511781635,0.008301044076771113,0.0,-0.03323447717025894,-0.01833072115151339,0.01724838448364689,-0.007734070556088534,0.026271248001904536
1988-12-30,-0.019170501233344104,0.0,-0.021755411325373456,-0.01614415567322869,0.06353399621028022,0.02226047224296547,-0.00667747450994159,0.04447670898776523,0.05647561020320483,-0.015652044794573175,0.0,0.0,0.0,0.019116596937620786,0.03947403363390324,0.0,-0.01539824347403974,0.02244349476415946,-0.021996276963476558,0.014749316772876891,-0.006287447791863592
1989-01-31,-0.01600187493171839,0.0,0.022835946116012463,-0.022502105267443954,-0.02259627551779164,0.005465708151324284,-0.004295430240809622,0.008564037328420858,-0.023340643217468954,0.00971479384962356,0.0,0.0,0.0,0.02570917798849057,-0.014220085853040264,0.0,-0.0011651038418385247,-0.02582308011334428,0.007303785048955107,-0.020768725846389887,0.001861492643262624
1989-02-28,-0.01414904111419279,0.0,-0.04308184050951043,-0.02048711052476323,0.01355153528698574,0.009517414186685173,-0.014509658394608795,0.021628029131927927,0.003416693550043039,-0.028164815035169162,-0.02729999999999998,0.0,0.0,0.011940019838465406,-0.03509818658692292,0.0,-0.011758069954285449,0.03074346218700442,0.011853121963750508,-0.018567966641926895,0.03291975943175021
1989-03-31,-0.03689694445436646,0.0,0.01933133624714268,-0.019867330329093838,0.017133974906907757,-0.0039725140215283875,-0.019596151249719078,-0.015130576055762214,-0.02686572510404548,3.472852611666728e-05,-0.00419999999999991,0.0,0.0,0.02222260892053486,0.0040823676004552315,0.0,-0.0016053674871999274,0.0075831765233153985,0.005641418901805017,-0.0002190522403346392,0.011536839153792146
1989-04-28,-0.0019043721091869467,0.0,-0.008332112705115637,0.004993853170791284,-0.007294273306484986,0.03904164531616875,0.0005579833058931473,-0.0030739947583853238,-0.018996481550150185,0.0016817568969102485,0.09029999999999994,0.0,0.0,0.03002487533567016,-0.010458103837140194,0.0,0.012766103138534737,-0.008346636776275805,-0.0178015405838977,0.01601845197976842,-0.008518861801264899
1989-05-31,-0.05840205177355444,0.0,-0.010745709077115103,-0.03684620278564807,-0.03683316780889163,0.013414657682677486,-0.012749606394575397,-0.009062323480429867,-0.04180733643154836,-0.007357377396154466,-0.06090000000000002,0.0,0.0,0.027643945500152586,0.00618030664331321,0.0,-0.008628511190091448,-0.0006823785216869114,-0.011023781469834586,0.01043855513133152,-0.00459450351572374
1989-06-30,-0.020787929989683287,0.0,0.0032378924113383124,-0.006507332017589965,0.0142808084869974,0.009604994917779509,0.029022091600838507,-0.04071765504611529,-0.008417643122108862,0.02129337764693679,0.12810000000000007,0.0,0.0,0.004336794490630164,-0.1053818332404551,0.0,0.02273394544263579,-0.011845217529932641,0.02695509514411029,0.0031065630074944743,0.026734925139791976
1989-07-31,0.03505353444218987,0.0,0.0,0.018265288882008658,-0.04210937033697883,0.08668998544809699,-0.00789161465040636,-0.023026996340080888,-0.09982289401053321,0.03689771942655016,0.019799999999999755,0.0,0.0,0.0204048624872275,-0.0135026948000286,0.0,0.008903074611141126,-0.046791487009510926,-0.03395357042485607,0.05025996798465104,-0.009818014501980402
1989-08-31,-0.032284235643114875,0.0,0.0,-0.03855617088820883,-0.0018778345015316614,0.04819864363169507,-0.0031008862444730973,0.016181342312494275,-0.021928426279503102,-0.005285136167808917,0.18540000000000018,0.0,0.0,0.041222103611364,0.06333954126963194,0.0,0.053891157235268494,0.005417194268471438,0.007648280287502452,0.008603272747672681,-0.010603352809174148
1989-09-29,0.024246236852901778,0.0,0.011721774787721238,0.013171571734513339,0.00778703904961251,0.039288706097157094,0.026142631364275668,-0.028499587806191908,-0.023155941771020865,-0.04313457324765487,-0.1234710354166876,0.0,0.0,0.025158717975609656,0.004408583581681469,0.0,0.02606175203004558,0.005490817389703977,-0.016099796412312704,0.0346526432007229,0.01038427682970423
1989-10-31,-0.009527684673998126,0.0,0.0,-0.00562765005677894,-0.010285415814843652,0.01765185511451291,0.011923841399818233,-0.006736423785067969,0.0018289557808754346,0.010388687260304378,0.05188875609333069,0.0,0.0,-0.008712740071631168,0.03838101086593394,0.0,-0.01067395781510693,-0.03902712758362658,-0.014984836702034248,0.001979033184773521,-0.002087114693130986
1989-11-30,0.0008949408478180232,0.0,0.0,0.0013085232026690177,0.012778363823978968,0.022546772408118552,0.004645870701802231,0.014062393313075053,0.026179224126169406,-0.002453304060208468,0.05277721191963871,0.0,0.0,-0.00748658276277008,-0.01747342594371622,0.0,-0.01117668842586618,-0.014737867256966608,-0.014629231944429739,-0.018318634488294523,0.02616823164420629
1989-12-29,-0.025990384024147776,0.0,-0.13138379575672882,-0.004492541892169849,0.03099223102996215,-0.02137542174464068,0.01665575555282255,0.05027004634026898,-0.010329496478290694,0.0008243280797480634,0.01569982417330137,0.0,0.0,0.031465853919091465,0.044210585475524214,0.0,-0.01032334493005166,-0.026760586728243635,0.0019328435296575895,-0.0017170419280617103,0.024726480114764755
1990-01-31,0.004408415584805743,0.0,0.0003447526263553833,-0.0021610081487736803,-0.008752329814627504,0.04067177208674168,-0.026937106354663065,-8.276909421670507e-05,-0.049631761777882234,-0.04267009663200325,0.14109302091218381,0.0,0.0,0.0064501272657845575,0.058214846426993545,0.0,-0.027394583229400363,-0.014090661454586905,0.010696465360514561,-0.027505284592562514,0.026352042181182877
1990-02-28,-0.010309631976507186,0.0,-0.0016417369850017587,-0.01064835516372039,0.01636975876984419,0.039576410648464164,-0.0479562243681496,0.03697805706016234,-0.021678139576062648,-0.06360273766431256,-0.014527522607041364,0.05732999999999974,0.0,0.008789256525279525,0.010935178925702638,0.0,-0.0321227350982379,0.013417316577466913,0.008652502658675875,-0.0009624376074930473,-0.011612621464398409
